receptor,ligand,n_db,m_r_score,m_l_score,m_r_lfc,m_l_lfc,h_r_score,h_l_score,h_r_lfc,h_l_lfc,m_strict,h_strict,conservation,m_mismatch_score,h_mismatch_score,avg_mismatch_score
ITGB8,LAMA1,4,31.41,0.58,12.0,2.67,0.09,0.16,0.0184,0.0408,no,no,neither,0.0,0.0,0.0
NT5E,LAMA1,3,-0.08,0.58,-2.69,2.67,0.44,0.16,0.3832,0.0408,no,no,neither,0.0,0.0,0.0
RPSA,LAMA1,4,,0.58,,2.67,12.9,0.16,0.9121,0.0408,no_data,no,neither,0.0,0.0,0.0
TMPRSS6,LAMA1,3,2.52,0.58,0.33,2.67,-0.05,0.16,-20.3012,0.0408,no,no,neither,0.0,0.0,0.0
ITGA7,LAMA2,4,0.58,-43.59,-11.0,-119.32,1.69,2.25,0.4252,0.1343,trend,no,mouse_only,0.1104,0.0,0.0552
ITGB1,LAMA2,4,118.2,-43.59,334.47,-119.32,5.8,2.25,0.4347,0.1343,yes,no,mouse_only,0.4045,0.0,0.2022
RPSA,LAMA2,4,,-43.59,,-119.32,12.9,2.25,0.9121,0.1343,no_data,no,neither,0.0,0.0,0.0
SDC2,LAMA3,4,-53.81,-0.04,-199.44,-0.61,0.44,0.64,-0.0586,0.0103,no,no,neither,0.0,0.0,0.0
BCAM,LAMA5,4,-3.77,-2.06,-25.87,-1.16,2.32,-1.03,0.3604,-0.3422,no,trend,human_only,0.0,0.0084,0.0042
ITGA6,LAMB1,4,-12.95,-7.14,-34.28,-75.75,0.81,4.84,0.1204,0.311,no,no,neither,0.0,0.0,0.0
ITGB1,LAMB1,4,118.2,-7.14,334.47,-75.75,5.8,4.84,0.4347,0.311,yes,no,mouse_only,0.3134,0.0,0.1567
RPSA,LAMB2,4,,4.57,,-26.32,12.9,6.44,0.9121,0.6513,no_data,no,neither,0.0,0.0,0.0
ITGA3,LAMC2,4,-2.54,-8.29,-1.81,-11.44,3.94,-0.53,0.3865,-0.311,no,trend,human_only,0.0,0.0112,0.0056
ITGA6,LAMC2,4,-12.95,-8.29,-34.28,-11.44,0.81,-0.53,0.1204,-0.311,no,trend,human_only,0.0,0.0034,0.0017
ITGB1,LAMC2,4,118.2,-8.29,334.47,-11.44,5.8,-0.53,0.4347,-0.311,yes,trend,CONSERVED_relaxed,0.3162,0.0158,0.166
ITGB4,LAMC2,4,-0.51,-8.29,-0.85,-11.44,-0.9,-0.53,-0.4521,-0.311,no,no,neither,0.0,0.0,0.0
LMBR1L,LCN1,4,10.97,,-1.41,,0.25,-0.03,0.0173,-19.4646,no_data,trend,human_only,0.0,0.0007,0.0004
LRP2,LCN2,4,-4.47,-1.03,-3.07,-7.84,1.3,-0.0,0.123,-15.329,no,trend,human_only,0.0,0.0033,0.0016
ACVR2B,LEFTY2,4,-2.06,-1.53,-4.41,-2.39,0.47,-0.01,0.194,-17.4874,no,trend,human_only,0.0,0.0012,0.0006
LEPR,LEP,5,-6.41,-0.02,-14.72,-22.45,2.49,-0.1,0.2785,-1.898,no,trend,human_only,0.0,0.0065,0.0032
ITGB1,LGALS3BP,4,118.2,62.2,334.47,70.14,5.8,11.76,0.4347,1.1418,no,no,neither,0.0,0.0,0.0
HAVCR2,LGALS9,3,0.1,-1.94,-0.08,-34.98,-0.2,0.41,-0.2767,0.5234,trend,no,mouse_only,0.0051,0.0,0.0025
LHCGR,LHB,5,0.11,0.03,0.22,1.91,-0.04,-0.01,-0.137,-17.2308,no,no,neither,0.0,0.0,0.0
IL6ST,LIF,4,28.27,7.83,5.93,2.17,6.01,-0.82,0.3514,-0.9396,no,trend,human_only,0.0,0.0171,0.0085
LIFR,LIF,4,-2.99,7.83,-14.72,2.17,2.4,-0.82,0.2952,-0.9396,no,trend,human_only,0.0,0.008,0.004
ABCA1,LIN7C,3,6.4,23.13,-6.33,-3.54,3.8,-0.33,0.4655,-0.1295,no,trend,human_only,0.0,0.0103,0.0052
HTR2C,LIN7C,4,,23.13,,-3.54,0.28,-0.33,0.7445,-0.1295,no_data,trend,human_only,0.0,0.0015,0.0008
LRP1,LIPC,4,-46.22,-0.02,-169.36,-1.33,11.54,0.54,0.9567,0.4435,no,no,neither,0.0,0.0,0.0
LPAR1,LIPH,4,-11.48,0.47,-59.63,0.65,6.77,0.2,0.4215,0.572,no,no,neither,0.0,0.0,0.0
LPAR2,LIPH,4,0.77,0.47,0.49,0.65,0.31,0.2,0.4182,0.572,no,no,neither,0.0,0.0,0.0
LPAR4,LIPH,4,8.48,0.47,-4.96,0.65,0.09,0.2,1.0206,0.572,no,no,neither,0.0,0.0,0.0
LRP2,LPA,4,-4.47,,-3.07,,1.3,0.11,0.123,1.2315,no_data,no,neither,0.0,0.0,0.0
GPIHBP1,LPL,4,-7.36,-92.0,-87.71,-440.89,0.01,0.46,0.1109,0.1847,no,no,neither,0.0,0.0,0.0
LRP1,LPL,4,-46.22,-92.0,-169.36,-440.89,11.54,0.46,0.9567,0.1847,no,no,neither,0.0,0.0,0.0
LRP2,LPL,4,-4.47,-92.0,-3.07,-440.89,1.3,0.46,0.123,0.1847,no,no,neither,0.0,0.0,0.0
SDC1,LPL,4,89.79,-92.0,53.42,-440.89,0.23,0.46,3.2825,0.1847,yes,no,mouse_only,0.4545,0.0,0.2272
VLDLR,LPL,4,-1.07,-92.0,-11.18,-440.89,2.11,0.46,0.5244,0.1847,no,no,neither,0.0,0.0,0.0
LDLR,LRPAP1,4,3.77,13.58,-11.72,-8.48,0.49,4.0,0.1358,0.6755,no,no,neither,0.0,0.0,0.0
LRP1,LRPAP1,4,-46.22,13.58,-169.36,-8.48,11.54,4.0,0.9567,0.6755,no,no,neither,0.0,0.0,0.0
LRP2,LRPAP1,4,-4.47,13.58,-3.07,-8.48,1.3,4.0,0.123,0.6755,no,no,neither,0.0,0.0,0.0
LRP8,LRPAP1,4,3.76,13.58,1.57,-8.48,0.43,4.0,0.8571,0.6755,no,no,neither,0.0,0.0,0.0
SORL1,LRPAP1,4,-1.02,13.58,-2.45,-8.48,0.34,4.0,0.0593,0.6755,no,no,neither,0.0,0.0,0.0
SORT1,LRPAP1,5,7.57,13.58,-0.0,-8.48,0.35,4.0,-0.0172,0.6755,no,no,neither,0.0,0.0,0.0
VLDLR,LRPAP1,4,-1.07,13.58,-11.18,-8.48,2.11,4.0,0.5244,0.6755,no,no,neither,0.0,0.0,0.0
LTBR,LTA,4,29.64,0.08,-1.05,1.21,1.3,-0.03,0.3147,-19.6387,no,trend,human_only,0.0,0.0033,0.0017
TNFRSF14,LTA,5,1.63,0.08,0.06,1.21,-0.64,-0.03,-0.4215,-19.6387,no,no,neither,0.0,0.0,0.0
TNFRSF1A,LTA,5,15.06,0.08,-8.19,1.21,5.41,-0.03,0.5285,-19.6387,no,trend,human_only,0.0,0.0136,0.0068
TNFRSF1B,LTA,5,7.14,0.08,-3.09,1.21,0.12,-0.03,-0.0423,-19.6387,no,trend,human_only,0.0,0.0004,0.0002
CD40,LTB,4,-8.21,0.16,-11.34,-2.15,0.4,-0.05,0.2553,-0.3489,no,trend,human_only,0.0,0.0011,0.0006
LTBR,LTB,5,29.64,0.16,-1.05,-2.15,1.3,-0.05,0.3147,-0.3489,no,trend,human_only,0.0,0.0034,0.0017
TNFRSF1A,LTB,4,15.06,0.16,-8.19,-2.15,5.41,-0.05,0.5285,-0.3489,no,trend,human_only,0.0,0.0137,0.0068
ITGB5,LTBP1,4,65.68,2.27,150.65,-25.43,0.11,2.39,-0.0112,0.3235,no,no,neither,0.0,0.0,0.0
ITGB5,LTBP3,4,65.68,95.77,150.65,107.47,0.11,-3.6,-0.0112,-0.6718,no,trend,human_only,0.0,0.0093,0.0046
LRP1,LTF,4,-46.22,0.22,-169.36,-1.26,11.54,0.68,0.9567,1.1801,no,no,neither,0.0,0.0,0.0
LRP11,LTF,3,7.11,0.22,2.38,-1.26,0.78,0.68,0.0567,1.1801,no,no,neither,0.0,0.0,0.0
CD180,LY86,3,0.95,-1.03,0.45,-5.42,0.0,-0.15,-0.2851,-1.8033,trend,trend,CONSERVED_relaxed,0.0049,0.0004,0.0027
CD44,MADCAM1,4,45.04,0.06,65.3,-0.18,4.13,-0.07,0.4064,-0.0853,no,trend,human_only,0.0,0.0105,0.0053
ITGA4,MADCAM1,4,0.71,0.06,-0.63,-0.18,-0.12,-0.07,-0.2517,-0.0853,no,no,neither,0.0,0.0,0.0
ITGB7,MADCAM1,4,0.08,0.06,-1.53,-0.18,0.05,-0.07,0.3004,-0.0853,no,trend,human_only,0.0,0.0003,0.0002
ITGA1,MATN1,4,43.44,0.02,5.01,2.72,0.71,-0.09,0.0624,-1.8096,no,trend,human_only,0.0,0.002,0.001
ITGB1,MATN1,3,118.2,0.02,334.47,2.72,5.8,-0.09,0.4347,-1.8096,no,trend,human_only,0.0,0.0147,0.0074
CALCR,MBL2,3,-0.01,0.14,-1.89,1.56,0.15,-0.0,0.5591,-15.314,no,trend,human_only,0.0,0.0004,0.0002
CD93,MBL2,4,-3.02,0.14,-15.73,1.56,0.72,-0.0,0.5064,-15.314,no,trend,human_only,0.0,0.0018,0.0009
ALK,MDK,5,0.64,150.08,1.7,316.55,3.09,0.79,0.606,0.79,no,no,neither,0.0,0.0,0.0
ITGA4,MDK,3,0.71,150.08,-0.63,316.55,-0.12,0.79,-0.2517,0.79,no,no,neither,0.0,0.0,0.0
ITGA6,MDK,3,-12.95,150.08,-34.28,316.55,0.81,0.79,0.1204,0.79,no,no,neither,0.0,0.0,0.0
ITGB1,MDK,3,118.2,150.08,334.47,316.55,5.8,0.79,0.4347,0.79,no,no,neither,0.0,0.0,0.0
LRP1,MDK,4,-46.22,150.08,-169.36,316.55,11.54,0.79,0.9567,0.79,no,no,neither,0.0,0.0,0.0
LRP2,MDK,3,-4.47,150.08,-3.07,316.55,1.3,0.79,0.123,0.79,no,no,neither,0.0,0.0,0.0
PTPRZ1,MDK,5,1.68,150.08,1.1,316.55,1.58,0.79,0.1706,0.79,no,no,neither,0.0,0.0,0.0
SDC1,MDK,4,89.79,150.08,53.42,316.55,0.23,0.79,3.2825,0.79,no,no,neither,0.0,0.0,0.0
SDC3,MDK,4,65.09,150.08,28.9,316.55,1.53,0.79,0.9631,0.79,no,no,neither,0.0,0.0,0.0
SDC4,MDK,4,10.67,150.08,-41.42,316.55,4.42,0.79,0.6729,0.79,no,no,neither,0.0,0.0,0.0
TSPAN1,MDK,4,0.04,150.08,0.86,316.55,0.12,0.79,0.9198,0.79,no,no,neither,0.0,0.0,0.0
PHEX,MEPE,4,0.33,,0.84,,0.34,,0.5773,,no_data,no,neither,0.0,0.0,0.0
NOTCH1,MFAP2,3,28.94,113.93,4.4,253.3,1.81,0.66,0.7993,0.4854,no,no,neither,0.0,0.0,0.0
NOTCH1,MFAP5,3,28.94,,4.4,,1.81,-0.11,0.7993,-0.4153,no_data,trend,human_only,0.0,0.0048,0.0024
ITGAV,MFGE8,4,71.96,71.93,50.48,85.77,1.38,1.36,0.1033,0.2922,no,no,neither,0.0,0.0,0.0
ITGB3,MFGE8,4,13.35,71.93,4.57,85.77,0.53,1.36,0.295,0.2922,no,no,neither,0.0,0.0,0.0
PDGFRB,MFGE8,4,51.98,71.93,-0.01,85.77,0.74,1.36,0.5369,0.2922,no,no,neither,0.0,0.0,0.0
NOTCH1,MFNG,4,28.94,-1.39,4.4,-5.04,1.81,-0.09,0.7993,-0.7836,trend,trend,CONSERVED_relaxed,0.0758,0.0048,0.0403
NOTCH2,MFNG,4,26.22,-1.39,-0.32,-5.04,0.56,-0.09,0.0074,-0.7836,trend,trend,CONSERVED_relaxed,0.069,0.0016,0.0353
CDH7,MIA,4,,0.21,,0.86,0.2,0.27,0.9765,0.7316,no_data,no,neither,0.0,0.0,0.0
MLNR,MLN,5,,,,,,0.03,,1.8885,no_data,no,neither,0.0,0.0,0.0
CD44,MMP1,3,45.04,,65.3,,4.13,0.04,0.4064,0.4656,no_data,no,neither,0.0,0.0,0.0
ITGA2,MMP1,4,4.21,,0.74,,-1.09,0.04,-0.4748,0.4656,no_data,no,neither,0.0,0.0,0.0
PLAUR,MMP12,4,18.34,-0.23,3.18,-2.13,0.53,-0.01,0.0354,-16.7466,trend,trend,CONSERVED_relaxed,0.0464,0.0013,0.0239
LRP1,MMP13,4,-46.22,0.01,-169.36,-0.14,11.54,,0.9567,,no,no,neither,0.0,0.0,0.0
SDC2,MMP2,4,-53.81,1.73,-199.44,-39.23,0.44,2.43,-0.0586,0.9112,no,no,neither,0.0,0.0,0.0
CD151,MMP7,4,-56.51,,-116.36,,0.37,0.04,-0.0416,19.7745,no_data,no,neither,0.0,0.0,0.0
CD44,MMP7,4,45.04,,65.3,,4.13,0.04,0.4064,19.7745,no_data,no,neither,0.0,0.0,0.0
ERBB4,MMP7,4,-0.17,,-1.86,,-2.58,0.04,-0.0342,19.7745,no_data,no,neither,0.0,0.0,0.0
CD44,MMP9,4,45.04,2.52,65.3,2.06,4.13,-0.03,0.4064,-19.1886,no,trend,human_only,0.0,0.0104,0.0052
EPHB2,MMP9,4,26.23,2.52,10.12,2.06,2.6,-0.03,0.5655,-19.1886,no,trend,human_only,0.0,0.0066,0.0033
LRP1,MMP9,4,-46.22,2.52,-169.36,2.06,11.54,-0.03,0.9567,-19.1886,no,trend,human_only,0.0,0.0289,0.0145
MST1R,MST1,5,-0.7,0.03,-4.69,0.67,1.73,0.71,0.5716,-0.0024,no,no,neither,0.0,0.0,0.0
ACVR2B,MSTN,4,-2.06,-0.05,-4.41,-3.03,0.47,0.01,0.194,-0.0437,no,no,neither,0.0,0.0,0.0
AGR2,MUC2,3,-0.06,0.11,-0.44,0.25,-0.02,,-18.3394,,no,no,neither,0.0,0.0,0.0
SELL,MUC7,4,-0.04,,-2.29,,0.25,0.13,0.8703,1.2094,no_data,no,neither,0.0,0.0,0.0
FZD1,MYOC,3,35.67,-57.29,9.44,-153.04,0.14,-0.08,0.0488,-0.7036,yes,trend,CONSERVED_relaxed,0.2324,0.0006,0.1165
FZD10,MYOC,3,-0.09,-57.29,-0.28,-153.04,-0.0,-0.08,-15.5299,-0.7036,no,no,neither,0.0,0.0,0.0
FZD3,MYOC,3,11.79,-57.29,3.23,-153.04,-0.24,-0.08,-0.0643,-0.7036,yes,no,mouse_only,0.1727,0.0,0.0863
FZD4,MYOC,3,21.87,-57.29,-3.65,-153.04,1.21,-0.08,0.3064,-0.7036,yes,trend,CONSERVED_relaxed,0.1979,0.0032,0.1006
FZD7,MYOC,3,5.14,-57.29,-3.99,-153.04,0.83,-0.08,0.1687,-0.7036,yes,trend,CONSERVED_relaxed,0.1561,0.0023,0.0792
INSR,NAMPT,3,13.64,10.99,0.6,-13.27,4.49,-7.98,0.2877,-1.0408,no,yes,human_only,0.0,0.0312,0.0156
FGFR1,NCAM1,5,9.19,102.82,-25.93,111.3,7.1,2.59,0.5478,0.3808,no,no,neither,0.0,0.0,0.0
GFRA1,NCAM1,4,-13.65,102.82,-23.87,111.3,3.79,2.59,0.6879,0.3808,no,no,neither,0.0,0.0,0.0
ROBO1,NCAM1,4,23.0,102.82,4.4,111.3,7.31,2.59,0.5211,0.3808,no,no,neither,0.0,0.0,0.0
ROBO3,NCAM1,3,-0.02,102.82,-0.03,111.3,0.88,2.59,0.136,0.3808,no,no,neither,0.0,0.0,0.0
NCR3,NCR3LG1,3,,,,,0.03,-2.0,2.1481,-0.7601,no_data,trend,human_only,0.0,0.0051,0.0025
FZD4,NDP,4,21.87,3.82,-3.65,2.01,1.21,-0.02,0.3064,-18.6903,no,trend,human_only,0.0,0.0031,0.0015
LGR4,NDP,4,10.16,3.82,-0.81,2.01,-0.6,-0.02,-0.108,-18.6903,no,no,neither,0.0,0.0,0.0
NGFR,NGF,5,-0.59,-42.42,-1.81,-87.71,0.17,1.55,0.5396,0.0998,no,no,neither,0.0,0.0,0.0
NTRK1,NGF,5,5.92,-42.42,-3.0,-87.71,0.18,1.55,1.4257,0.0998,yes,no,mouse_only,0.1209,0.0,0.0604
SORCS3,NGF,4,0.04,-42.42,0.12,-87.71,0.27,1.55,0.979,0.0998,trend,no,mouse_only,0.1061,0.0,0.0531
SORT1,NGF,5,7.57,-42.42,-0.0,-87.71,0.35,1.55,-0.0172,0.0998,yes,no,mouse_only,0.125,0.0,0.0625
COL13A1,NID1,4,0.14,0.42,-0.81,-58.13,0.36,0.04,0.5838,-0.1109,no,no,neither,0.0,0.0,0.0
ITGAV,NID1,4,71.96,0.42,50.48,-58.13,1.38,0.04,0.1033,-0.1109,no,no,neither,0.0,0.0,0.0
ITGB3,NID1,4,13.35,0.42,4.57,-58.13,0.53,0.04,0.295,-0.1109,no,no,neither,0.0,0.0,0.0
PTPRF,NID1,4,46.49,0.42,18.68,-58.13,3.32,0.04,0.2102,-0.1109,no,no,neither,0.0,0.0,0.0
COL13A1,NID2,4,0.14,-4.42,-0.81,-18.58,0.36,3.58,0.5838,0.9076,trend,no,mouse_only,0.0114,0.0,0.0057
NRXN1,NLGN1,5,-0.37,0.11,-3.79,0.59,2.47,1.6,0.4384,0.1221,no,no,neither,0.0,0.0,0.0
NRXN2,NLGN1,5,-34.85,0.11,-45.37,0.59,0.18,1.6,0.7397,0.1221,no,no,neither,0.0,0.0,0.0
NRXN3,NLGN1,5,0.05,0.11,-1.17,0.59,-3.13,1.6,-0.7341,0.1221,no,no,neither,0.0,0.0,0.0
NRXN1,NLGN2,5,-0.37,28.57,-3.79,6.8,2.47,-0.14,0.4384,-0.1546,no,trend,human_only,0.0,0.0065,0.0033
NRXN2,NLGN2,5,-34.85,28.57,-45.37,6.8,0.18,-0.14,0.7397,-0.1546,no,trend,human_only,0.0,0.0008,0.0004
NRXN3,NLGN2,5,0.05,28.57,-1.17,6.8,-3.13,-0.14,-0.7341,-0.1546,no,no,neither,0.0,0.0,0.0
NRXN1,NLGN3,5,-0.37,1.61,-3.79,-1.28,2.47,0.09,0.4384,0.015,no,no,neither,0.0,0.0,0.0
NRXN2,NLGN3,5,-34.85,1.61,-45.37,-1.28,0.18,0.09,0.7397,0.015,no,no,neither,0.0,0.0,0.0
NRXN3,NLGN3,5,0.05,1.61,-1.17,-1.28,-3.13,0.09,-0.7341,0.015,no,no,neither,0.0,0.0,0.0
BRS3,NMB,4,,-37.48,,-77.91,,-0.16,,-1.1022,no_data,no,neither,0.0,0.0,0.0
GRPR,NMB,5,0.02,-37.48,-0.91,-77.91,-0.03,-0.16,-19.3167,-1.1022,trend,no,mouse_only,0.0937,0.0,0.0469
NMBR,NMB,5,-0.01,-37.48,-1.05,-77.91,0.02,-0.16,-0.0767,-1.1022,no,trend,human_only,0.0,0.0005,0.0002
NMUR1,NMS,5,,,,,0.11,0.07,0.7008,2.9265,no_data,no,neither,0.0,0.0,0.0
NMUR2,NMS,5,,,,,-0.01,0.07,-16.8331,2.9265,no_data,no,neither,0.0,0.0,0.0
NMUR1,NMU,5,,0.57,,3.88,0.11,1.05,0.7008,0.3377,no_data,no,neither,0.0,0.0,0.0
NMUR2,NMU,5,,0.57,,3.88,-0.01,1.05,-16.8331,0.3377,no_data,no,neither,0.0,0.0,0.0
ACVR1B,NODAL,4,7.97,-0.05,1.05,-3.04,1.58,0.0,0.3542,-0.0893,trend,no,mouse_only,0.02,0.0,0.01
ACVR1C,NODAL,4,0.17,-0.05,0.3,-3.04,-0.26,0.0,-1.0491,-0.0893,trend,no,mouse_only,0.0005,0.0,0.0003
ACVR2A,NODAL,4,12.91,-0.05,2.08,-3.04,-0.23,0.0,-0.0667,-0.0893,trend,no,mouse_only,0.0324,0.0,0.0162
ACVR2B,NODAL,4,-2.06,-0.05,-4.41,-3.04,0.47,0.0,0.194,-0.0893,no,no,neither,0.0,0.0,0.0
NPBWR1,NPB,5,,0.07,,-0.91,,0.07,,0.9483,no_data,no_data,neither,0.0,0.0,0.0
NPBWR2,NPB,5,,0.07,,-0.91,,0.07,,0.9483,no_data,no,neither,0.0,0.0,0.0
NPFFR1,NPFF,5,0.15,0.52,0.96,-0.85,1.5,-0.39,0.7309,-0.6634,no,trend,human_only,0.0,0.0047,0.0024
NPFFR2,NPFF,5,-0.0,0.52,-0.67,-0.85,0.91,-0.39,0.7284,-0.6634,no,trend,human_only,0.0,0.0032,0.0016
ITGA8,NPNT,4,-2.93,-0.08,-5.16,0.72,-0.01,1.69,-0.0391,0.1218,no,no,neither,0.0,0.0,0.0
ITGB1,NPNT,4,118.2,-0.08,334.47,0.72,5.8,1.69,0.4347,0.1218,trend,no,mouse_only,0.2957,0.0,0.1479
NPR1,NPPA,5,-17.51,0.43,-17.99,-13.73,-0.15,11.99,-0.0779,0.5481,no,no,neither,0.0,0.0,0.0
NPR3,NPPA,4,0.55,0.43,-4.2,-13.73,-4.33,11.99,-1.1021,0.5481,no,no,neither,0.0,0.0,0.0
NPR1,NPPB,4,-17.51,-2.07,-17.99,-5.86,-0.15,-0.46,-0.0779,-0.2777,no,no,neither,0.0,0.0,0.0
NPR2,NPPB,4,9.92,-2.07,-5.55,-5.86,-0.06,-0.46,-0.0476,-0.2777,trend,no,mouse_only,0.03,0.0,0.015
NPR3,NPPB,4,0.55,-2.07,-4.2,-5.86,-4.33,-0.46,-1.1021,-0.2777,trend,no,mouse_only,0.0066,0.0,0.0033
NPR2,NPPC,4,9.92,3.27,-5.55,1.04,-0.06,-0.04,-0.0476,-19.4515,no,no,neither,0.0,0.0,0.0
NPR3,NPPC,4,0.55,3.27,-4.2,1.04,-4.33,-0.04,-1.1021,-19.4515,no,no,neither,0.0,0.0,0.0
NPSR1,NPS,5,0.05,0.1,3.87,0.73,0.45,-0.0,1.5306,-16.1176,no,trend,human_only,0.0,0.0011,0.0006
NPFFR1,NPVF,4,0.15,0.02,0.96,22.8,1.5,,0.7309,,no,no,neither,0.0,0.0,0.0
NPFFR2,NPVF,4,-0.0,0.02,-0.67,22.8,0.91,,0.7284,,no,no,neither,0.0,0.0,0.0
NPBWR1,NPW,5,,0.63,,1.03,,0.19,,0.7013,no_data,no_data,neither,0.0,0.0,0.0
NPBWR2,NPW,5,,0.63,,1.03,,0.19,,0.7013,no_data,no,neither,0.0,0.0,0.0
FAP,NPY,4,57.28,-0.29,22.2,-2.39,0.19,-0.02,0.8263,-18.4827,trend,trend,CONSERVED_relaxed,0.1439,0.0005,0.0722
MC4R,NPY,3,-0.02,-0.29,-2.94,-2.39,0.03,-0.02,2.3661,-18.4827,no,trend,human_only,0.0,0.0001,0.0001
NPFFR2,NPY,4,-0.0,-0.29,-0.67,-2.39,0.91,-0.02,0.7284,-18.4827,no,trend,human_only,0.0,0.0023,0.0012
NPY1R,NPY,5,1.21,-0.29,-2.85,-2.39,-0.53,-0.02,-0.449,-18.4827,trend,no,mouse_only,0.0037,0.0,0.0019
NPY2R,NPY,5,-0.06,-0.29,-0.88,-2.39,,-0.02,,-18.4827,no,no,neither,0.0,0.0,0.0
NPY4R,NPY,5,-0.41,-0.29,-1.91,-2.39,0.04,-0.02,3.2067,-18.4827,no,trend,human_only,0.0,0.0001,0.0001
NPY5R,NPY,5,0.05,-0.29,-0.38,-2.39,0.03,-0.02,0.3358,-18.4827,trend,trend,CONSERVED_relaxed,0.0009,0.0001,0.0005
PRLHR,NPY,5,,-0.29,,-2.39,0.07,-0.02,3.4091,-18.4827,no_data,trend,human_only,0.0,0.0002,0.0001
ERBB2,NRG1,4,13.67,60.88,1.35,44.12,2.14,-0.33,0.3404,-0.2884,no,trend,human_only,0.0,0.0062,0.0031
ERBB3,NRG1,5,0.05,60.88,-0.74,44.12,0.01,-0.33,-0.0146,-0.2884,no,trend,human_only,0.0,0.0008,0.0004
ERBB4,NRG1,5,-0.17,60.88,-1.86,44.12,-2.58,-0.33,-0.0342,-0.2884,no,no,neither,0.0,0.0,0.0
ERBB3,NRG2,5,0.05,-0.55,-0.74,-1.91,0.01,1.4,-0.0146,0.1869,trend,no,mouse_only,0.0015,0.0,0.0008
ERBB4,NRG2,5,-0.17,-0.55,-1.86,-1.91,-2.58,1.4,-0.0342,0.1869,no,no,neither,0.0,0.0,0.0
ERBB4,NRG3,5,-0.17,,-1.86,,-2.58,-1.13,-0.0342,-0.5222,no_data,no,neither,0.0,0.0,0.0
ERBB4,NRG4,5,-0.17,-1.81,-1.86,-3.34,-2.58,1.11,-0.0342,0.0722,no,no,neither,0.0,0.0,0.0
GFRA1,NRTN,4,-13.65,-1.97,-23.87,-4.6,3.79,-0.14,0.6879,-0.3662,no,trend,human_only,0.0,0.0098,0.0049
GFRA2,NRTN,4,9.6,-1.97,0.02,-4.6,0.06,-0.14,0.1149,-0.3662,trend,trend,CONSERVED_relaxed,0.0289,0.0005,0.0147
RET,NRTN,4,-24.48,-1.97,-27.71,-4.6,0.15,-0.14,1.3497,-0.3662,no,trend,human_only,0.0,0.0007,0.0004
NGFR,NTF3,5,-0.59,-15.52,-1.81,-22.59,0.17,0.09,0.5396,0.0209,no,no,neither,0.0,0.0,0.0
NTRK1,NTF3,4,5.92,-15.52,-3.0,-22.59,0.18,0.09,1.4257,0.0209,yes,no,mouse_only,0.0536,0.0,0.0268
NTRK2,NTF3,5,-1.66,-15.52,-2.84,-22.59,0.11,0.09,-0.0339,0.0209,no,no,neither,0.0,0.0,0.0
NTRK3,NTF3,5,-3.79,-15.52,-5.32,-22.59,0.9,0.09,0.3964,0.0209,no,no,neither,0.0,0.0,0.0
BEX3,NTF4,4,47.63,,24.28,,6.06,0.04,0.6976,0.0512,no_data,no,neither,0.0,0.0,0.0
NGFR,NTF4,5,-0.59,,-1.81,,0.17,0.04,0.5396,0.0512,no_data,no,neither,0.0,0.0,0.0
NTRK1,NTF4,4,5.92,,-3.0,,0.18,0.04,1.4257,0.0512,no_data,no,neither,0.0,0.0,0.0
NTRK2,NTF4,5,-1.66,,-2.84,,0.11,0.04,-0.0339,0.0512,no_data,no,neither,0.0,0.0,0.0
ADORA2B,NTN1,4,22.31,-26.28,5.66,-35.44,0.19,4.75,0.8946,0.2948,yes,no,mouse_only,0.1215,0.0,0.0607
DCC,NTN1,5,0.05,-26.28,0.41,-35.44,0.68,4.75,0.6598,0.2948,trend,no,mouse_only,0.0658,0.0,0.0329
NEO1,NTN1,4,83.4,-26.28,49.09,-35.44,-2.27,4.75,-0.1242,0.2948,yes,no,mouse_only,0.2742,0.0,0.1371
UNC5A,NTN1,5,1.06,-26.28,-1.51,-35.44,0.13,4.75,1.5033,0.2948,trend,no,mouse_only,0.0683,0.0,0.0342
UNC5B,NTN1,5,88.74,-26.28,59.5,-35.44,1.14,4.75,0.2304,0.2948,yes,no,mouse_only,0.2875,0.0,0.1438
UNC5C,NTN1,5,7.33,-26.28,1.56,-35.44,-1.05,4.75,-0.3731,0.2948,yes,no,mouse_only,0.084,0.0,0.042
UNC5D,NTN1,4,0.07,-26.28,2.41,-35.44,0.9,4.75,0.8997,0.2948,trend,no,mouse_only,0.0659,0.0,0.0329
CDON,NTN3,4,1.08,2.81,-10.34,-0.06,2.48,-0.0,0.2178,-16.2154,no,trend,human_only,0.0,0.0062,0.0031
NEO1,NTN3,4,83.4,2.81,49.09,-0.06,-2.27,-0.0,-0.1242,-16.2154,no,no,neither,0.0,0.0,0.0
DCC,NTN4,4,0.05,-1.26,0.41,-13.15,0.68,1.91,0.6598,0.1444,trend,no,mouse_only,0.0033,0.0,0.0016
UNC5A,NTN4,4,1.06,-1.26,-1.51,-13.15,0.13,1.91,1.5033,0.1444,trend,no,mouse_only,0.0058,0.0,0.0029
LRRC4C,NTNG1,4,-0.02,0.32,-2.01,-0.69,0.57,-5.11,0.1202,-0.3196,no,trend,human_only,0.0,0.0142,0.0071
LRRC4,NTNG2,4,1.56,-0.14,1.28,-1.23,0.37,0.01,1.2982,-0.0449,trend,no,mouse_only,0.0043,0.0,0.0021
